"address","amount"
"0xF0E86211ec60005a5Ae854511Bc909C3Be8a0628",2.942821617603616
"0x535a76203984ee48E5c1bab9D7e51b9E7832D72C",1.325206869178389
"0x0720c8572B2dD917aEF686AC9FABdd9d81dbc50A",2.2943614781917847
"0xB42501C641896C4647af13b829D3B50B3B269c04",8.823006963461056
"0x3C3693bA833162b73cb5b29Ba825a5054Bc4C51e",111.68843333524498
"0x4C346864baB9aE41072AbF586Ddd81777572DaD9",12.429489463276406
"0xB7DCe1B36B8E57b9C9160CdB9DaaD16a9935319c",4.446374234815422
"0x8aDaCE41Ec579423F149d7402f282301fCFaFF36",88.23006963461053
"0x1a77681d61147668901506280cd3F5dA2E199776",74.18182076295504
"0x8B619da9514189A2b0E7b89D40C71Cc8DE12117A",51.17344038807413
"0xafEfEB0eB9875074Ca2a2d508EAB621fdec459E2",63.44787233015784
"0x761d5bBaa604C79A2CD44b2013b898717B4c934E",2.6027870542210114
"0x1E5E4b0e49Ab05541a7f2B1f9fa7645BEAc96814",3.633034550093497
"0x90ef7b6b0194f9d1eeFF335e646AB4B6AEC3441d",3.348557310243324
"0x6cD61e32f20ec0dD4805CA49A22d8C1049BED0d4",8.00660972874962
"0x4Bfe64F934eeb3CF0bCBf50777f26a7f0DD9f976",592.1241736368269
"0xf12E7a0F52fbdeB1951d5Abb597E4889B26Bbe24",3.6242915439743197
"0xd7464f6283D4Be6D86E75f7EE9ae3240bBd18Be0",1.819184096301067
"0xF8C75Fa2A872a03d99fD8dE850E895CcFB86c897",52.06532077453477
"0xFF0c3c9A7e1Ada2c213C6b041aaa68fAd5bD314e",34.845698867174235
"0xfB7B8b78935782C7FaF44462CD042E3D8d841680",1.0852298565057095
"0x16CAc4f493db73C12Ff9FebBF794Be4A31dC865D",166.29075599520365
"0xbFc540FE2E9710Ed9F45E8F4efC2089152CC6360",11.635263585957148
"0xE6a52260694Aa80FA0cA152ACDc868deA4566F2a",50.676126976714734
"0x11CC69AC73A83F4B3CB1420F2fAF7b09491f1d8e",1.4981500115072288
"0xC1C515f7A74b5667Bc1B65B2f74F46B3d49Bc641",4.341726214562667
"0x5B18281422AEc857644D0B54E14033E7573Ed6d2",43.41005087634567
"0x0F220E7ff24628688a4875c46a59579F470a9104",1.2251092621263948
"0x3E4CEA957335526C19725Ec3D007dD47e7de13Bb",0.962335382644186
"0x1e707743b532852556174031F3d95e38d9696BC6",1.0617613605095422
"0x1f7249c0dABfDC88730fE6720B81b956b599018f",10.045895949436439
"0x3041bAAa60Fe7D907e86398B0174962e27ec72Db",0.8249069031651055
"0x993D6eE5630aCA13721397B4549774c17c1A3AE7",1.7320529859108107
"0x9163dFF9263DAb081E6aecf04292eC070Ff86AE3",2.5412585988888807
"0x39F88212d0ff62517e4115eC130311B0014Ede00",277.5554154514076
"0x2bc32eB56115f64Db5b839f57d271E6fB0380A4C",4.402574706534427
"0x16eEc679D8DFfeeCb15cF62f2f9285c84F7B9535",2.8585882782949206
"0x3f23252d4Bd604C56A8d7bbbECB3b0f49C69BF55",422.44680030148305
"0x855bA3D2528fc6879E64e86b243884eFf8dD5aEe",13.23810659882522
"0x3a7c604C89Ddae92BBe1FaABF5188AbC6987Fcc2",55.19884277961927
"0xDA9F2ecf4230C162de1503Be69309dde226A8A18",53.72809899766131
"0xF5Ce868Ff0fC00e4fF4A67a03F820ae2a3e731f3",4.827974531177575
"0x84b74D7cCba9277Cb395567985Bae9b30cc28958",2.3926190585095557
"0xCF2e25154DB00a8309c56a475E05E045642D713b",5.706804037400346
"0x6a736EDA88fE0A745Aa9f27dE90263DfDdd67E23",7.806141025471955
"0x3Ebda6A405c958d65e9C4D33E737A1e4952CfdaF",0.7593361319040745
"0xf58aaB6671CfA3de6e0Dd69FB830df6C0B3Dc6Ca",31.32946243445486
"0x9Ee8000c28Eb350672D9B348CcD4eA45756A4bC6",1.90200350562623
"0x0D588ef042B43E59bBb474876dA099ACDdE86920",722.7269764899469
"0x6414414993402602cFc6e4c7d0108501606df191",0.5555884983972493
"0x5B1899D88b4Ff0Cf5A34651e7CE7164398211C66",0.5168193701561928
"0xFB83a67784F110dC658B19515308A7a95c2bA33A",39.52120138515131
"0x3f443bdb5472529AfD64e28139f7C3c89cF1B494",57.62340536447917
"0x184872C0D776F780D9694370FFb025eA6312e13a",16.27348788630074
"0xf878e37e2A825154eDa5E39133c7527730045EB0",0.8481334617498242
"0xf802401A65a78e9377a3989B1ADF817Fa003311f",1.7583378416776267
"0x4018b9f38a6bA974f58D5F30C62C5769912019bC",4.697508049257053
"0x08285cfB247708fEe2D0aC89f25A9D8e47d3665f",6.867620441472035
"0xF34435f002c4e9238c1d2640Ed5b76a0cB63769a",21.47791126254215
"0xC102f26A0f6E2d9d33bE2A9B8078A43Ee3C55B1A",4.080536680216418
"0x551cc10d3e10821784eE48C236d31D8D239Fa0f5",5.07091723500924
"0x0406Cfd10f4eedBD7b25Fefc4b880c8C4FBB704A",4.036233291427436
"0xF8120643Dd7BC1Bd2f0e32D3C33435AF05212bDA",0.26857729885696735
"0x08650efb3152EA42370637EA4d4E6aD800e70E14",0.30851879204898724
"0xBB7d7E3341Bf213b0D6745c4D83541f3c386aE83",0.3177170427012403
"0xFaea68451b50095a90B7a40574a4Cb4fdF09FFCD",0.08977758219809491
"0xB3e571C58823cA71d6130FB0E0524e92dFb3Ee35",0.104465888479311
"0xD38864258AE64e5a1b933F912A7C33657E99E288",0.07745530227488592
"0x407C69303E13acf9Db22E5A546769cA5b8AD59b9",0.48812947310544996
"0xA38D3EF13046C3c3124f1eB1b0b96F04F2d2f8f9",0.1889265856603632
"0x6bD86B1BeB4d3f235649098D357f2b47D6863d3a",8
"0x6f5F5Cf575c6fe3E3759aB815ec790cBa5aE16c0",5
"0xbAdf38160dad919daF0336b92C8C934061dfDEFD",4
"0x9eb16b6ec6ea93041c738d3a7fc232f8cfe55ba6",3
"0x72E6B642aeC1Ae9c1Afa911D083F799a13cdf0eF",2
"0x8746f509e45566dE2Af26cBAbeACa2275f0dc74d",2
"0xEA733B055EB496237cE8887BafE39E596bD8b486",1
"0x9a563fbC59C9058414f89172DA667B2b337215B1",1
